Person.ID.0,Country.of.Birth.0,Home.Language.0,Year.of.Birth.0,Dept.No..0,With.PHD.0,Faculty.No..0
78327,Australia,,1955,4388,False,40
78342,Australia,,1965,2653,False,25
78377,Australia,,1960,2563,False,25
78487,Australia,English,1945,2603,False,25
78537,Australia,,1945,2603,True,25
78562,Australia,,1955,2628,True,25
78572,Australia,,1955,2628,False,25
78587,,,1950,,False,
78602,Great Britain,,1950,2628,True,25
78607,Eastern Europe,,1945,2628,True,25
78612,South Africa,,1945,2628,True,25
78637,Australia,,1950,2713,False,25
78727,,,1950,,False,
78752,Western Europe,,1955,2713,True,25
78762,Australia,,1960,2668,True,25
78782,Australia,,1955,2678,True,25
78807,South Africa,,1945,2578,True,25
78817,Western Europe,,1950,2713,True,25
78822,Australia,,1950,2678,False,25
78827,Australia,,1950,2498,True,25
78887,Australia,,1960,2678,True,25
78897,Australia,,1955,2713,False,25
78907,Australia,,1935,2813,False,25
78912,,,1955,,False,
78922,Australia,,1955,2578,False,25
78927,Australia,,1940,2713,False,25
78947,Australia,,1960,2553,False,25
78962,Australia,,1955,2668,False,25
78967,Western Europe,,1955,2728,True,25
78977,Australia,,1945,2813,False,25
78992,Australia,,1945,2763,True,25
79022,Western Europe,,1945,2713,False,25
79032,Australia,,1955,2713,True,25
79057,Australia,,1955,2603,False,25
79062,Australia,,1945,2813,False,25
79122,Australia,,1950,2763,False,25
79142,Australia,,1940,2763,True,25
79172,,,1955,,False,
79182,Australia,,1950,2838,False,25
79192,Australia,,1950,2523,True,25
79207,,,1960,,False,
79217,Australia,,1955,2828,False,25
79227,Australia,,1945,2768,False,25
79232,Australia,,1940,2558,False,25
79242,Australia,,1945,2768,True,25
79247,Australia,,1950,2768,False,25
79277,Australia,,1945,2773,False,25
79327,,,1945,,False,
79417,,,1945,,False,
79427,Australia,,1960,2498,False,25
79462,Australia,,1950,2603,False,25
79477,,,1960,,False,
79492,,,1960,,False,
79527,,,1950,,False,
79532,Australia,English,1950,2298,True,46
79552,Australia,,1960,2883,False,25
79562,Australia,,1955,2883,True,25
79567,Australia,,1955,2883,False,25
79602,Australia,,1950,2893,False,25
79607,,,1935,,False,
79612,,,1950,,False,
79632,Australia,,1945,2523,True,25
79652,Asia Pacific,,1950,2498,True,25
79662,,,1940,,False,
79702,Australia,,1950,1038,True,1
79712,Australia,English,1955,3943,True,31
79742,Great Britain,,1950,3028,False,31
79747,North America,,1940,3028,False,31
79787,North America,,1945,3028,True,31
79802,Australia,,1950,3028,True,31
79837,Australia,,1950,3048,True,31
79857,Australia,,1950,3048,True,31
79867,,,1960,,False,
79907,Australia,,1960,3048,True,31
79917,Australia,,1935,2053,False,19
79972,,,1925,,False,
79977,Australia,,1935,3048,False,31
80037,Australia,,1950,3098,True,31
80047,North America,,1940,3098,False,31
80057,Australia,English,1950,3073,True,31
80062,Australia,,1950,3098,False,31
80072,,,1960,,False,
80077,Australia,,1955,3098,True,31
80137,Australia,,1950,2163,True,19
80167,Australia,,1950,3123,True,31
80172,Australia,,1955,3123,True,31
80187,Australia,,1945,3123,False,31
80197,Australia,English,1950,3123,True,31
80212,Australia,,1945,3123,True,31
80217,Australia,,1940,3198,False,31
80232,Australia,,1960,3198,True,31
80237,Australia,,1960,3198,True,31
80257,Australia,,1940,3198,False,31
80277,Australia,,1940,3198,False,31
80282,,,1950,,False,
80322,,,1940,,False,
80332,,,1930,,False,
80372,Australia,,1955,3258,True,31
80377,Australia,,1945,3258,True,31
80382,Australia,,1950,3258,True,31
80387,Great Britain,,1945,3258,False,31
80392,Australia,,1945,3258,True,31
80397,Australia,,1945,4063,True,187
80407,Australia,,1940,3258,False,31
80412,Australia,,1955,3258,True,31
80437,Australia,English,1955,2578,True,25
80457,Australia,,1940,3268,False,31
80477,South Africa,,1950,3268,True,31
80502,Australia,English,1950,2578,True,25
80527,Australia,,1950,3273,True,31
80547,Australia,,1940,3508,False,4
80617,Australia,English,1945,3508,False,4
80677,Australia,,1950,828,False,7
80687,Australia,,1950,2298,True,46
80692,Australia,,1950,2298,True,46
80702,Australia,,1940,2298,True,46
80717,Australia,,1950,2298,False,46
80722,Australia,English,1950,2298,True,46
80737,Australia,,1945,2298,True,46
80752,Australia,,1940,2298,False,46
80762,Australia,,1950,2298,False,46
80817,,,1945,,False,
80852,Australia,,1955,3658,False,22
80942,Australia,,1945,3708,True,10
80967,Australia,English,1950,3708,True,10
80982,,,1945,,False,
81037,Australia,,1945,978,True,25
81052,Australia,,1950,978,False,25
81067,Australia,,1940,3508,False,4
81087,Australia,English,1945,998,False,1
81097,,,1935,,False,
81117,Great Britain,English,1950,2253,False,19
81187,Australia,,1965,3658,True,22
81352,Australia,,1965,528,True,7
81592,Great Britain,,1960,4193,False,58
81642,Australia,,1945,2558,True,25
81647,Australia,,1950,3198,True,31
81702,New Zealand,,1955,2558,True,25
81727,Australia,,1945,2558,False,25
81772,,,1940,,False,
81792,Australia,,1950,3268,True,31
81822,Australia,,1945,2298,False,46
81847,Australia,,1950,2298,True,46
81892,Australia,,1950,3708,True,10
81907,Australia,,1945,998,False,1
81957,Australia,,1945,2298,True,46
81992,Australia,,1950,528,False,7
82007,Great Britain,English,1950,2298,True,46
82022,Australia,,1950,3508,False,4
82062,Great Britain,,1950,2298,False,46
82072,Australia,,1950,2298,False,46
82092,Australia,English,1945,828,False,7
82117,Australia,,1930,3268,False,31
82132,Australia,,1945,2298,True,46
82142,Australia,,1945,3098,False,31
82172,Great Britain,,1950,3073,True,31
82227,,,1955,,False,
82312,Australia,,1950,2298,False,46
82347,,,1950,,False,
82377,New Zealand,,1950,2298,True,46
82427,Australia,,1955,653,False,7
82432,Australia,,1960,528,True,7
82442,Australia,,1955,528,True,7
82452,North America,,1960,528,True,7
82457,,,1955,,False,
82462,Australia,,1950,803,False,7
82467,Australia,,1950,3658,False,22
82482,,,1955,,False,
82487,Australia,Other,1955,1038,True,1
82497,Australia,,1960,1258,False,34
82502,Australia,,1960,2603,False,25
82507,Australia,English,1960,2053,True,19
82512,Asia Pacific,,1955,2153,True,19
82522,Australia,,1950,2538,False,25
82527,Australia,,1955,2628,True,25
82537,Australia,,1950,2813,False,25
82542,Australia,,1955,2628,False,25
82547,Australia,,1955,2713,False,25
82557,Australia,,1960,2668,False,25
82567,Australia,English,1955,2678,True,25
82597,Australia,,1950,2153,False,19
82602,Australia,,1960,3028,True,31
82612,Australia,,1955,2253,True,19
82622,Australia,,1950,978,False,25
82697,Australia,,1975,2668,False,25
82717,Australia,,1970,3273,True,31
82722,Australia,,1970,2153,True,19
82792,Australia,,1950,2498,True,25
82797,Great Britain,,1965,1033,True,1
82837,Western Europe,Other,1965,3073,False,31
82892,Western Europe,,1970,2053,True,19
82907,Australia,,1965,2883,True,25
82962,Australia,,1965,2628,False,25
83157,Australia,,1980,2763,False,25
83367,,,1980,,False,
83507,,,1975,,False,
83552,Australia,,1980,2603,False,25
84487,,,1965,,False,
84587,Australia,,1965,2668,False,25
84622,Australia,,1955,2973,False,25
84627,Australia,,1960,2973,True,25
85007,Australia,,1945,2298,True,46
85082,Australia,,1965,3658,False,22
85347,,,1980,,False,
85382,Australia,,1975,2103,False,19
85642,Australia,,1955,3258,True,31
85707,Australia,,1970,3123,False,31
85862,Western Europe,,1950,2728,False,25
85907,,,1950,,False,
85917,Australia,,1965,1578,True,13
86082,The Americas,Other,1960,1578,False,13
86212,Australia,,1975,2163,False,19
86282,Australia,,1965,2533,False,25
86302,Australia,,1970,2763,True,25
86337,,,1955,,False,
86582,Australia,,1965,2813,False,25
86672,Australia,,1975,2713,True,25
86802,Australia,,1965,3508,True,4
87087,Asia Pacific,,1950,2298,True,46
87147,Australia,,1970,2548,True,25
87192,Australia,,1970,2523,False,25
87202,Australia,,1950,653,False,7
87237,,,1970,,False,
87472,,,1950,,False,
87537,Australia,,1980,2678,False,25
87542,Asia Pacific,,1975,2053,True,19
87917,Great Britain,,1970,2653,True,25
88087,,,1975,,False,
88182,Australia,,1980,2628,True,25
88382,,,1970,,False,
88557,Australia,,1975,,False,
88767,Australia,,1970,2628,True,25
89127,Australia,,1970,2533,True,25
89232,Australia,,1945,2788,False,25
89257,Australia,,1955,528,False,7
89462,,,1930,,False,
89467,New Zealand,,1960,2678,False,25
89472,Australia,,1970,3048,True,31
89487,Australia,,1970,2563,False,25
89492,Australia,,1945,2578,False,25
89582,South Africa,,1970,2538,True,25
89592,Great Britain,,1970,1033,False,1
89627,Australia,,1975,2653,True,25
89637,Australia,,1955,1678,False,13
89652,,,1960,,False,
89742,Australia,English,1975,4153,False,64
89777,Australia,,1970,1578,True,13
89782,Australia,,1950,1623,True,13
89787,Australia,,1970,828,False,7
89902,Australia,,1960,593,False,7
90132,Middle East and Africa,,1970,2653,False,25
90352,Australia,,1970,3028,True,31
90467,,,1970,,False,
90532,Australia,,1965,1578,True,13
90542,Australia,,1970,1528,True,13
90572,Australia,,1965,2163,True,19
90602,Australia,,1965,1038,True,1
90747,Australia,,1965,2973,True,25
90947,,,1965,,False,
91092,Australia,English,1965,528,True,7
91182,Australia,,1965,2103,True,19
91257,South Africa,,1955,3073,True,31
91387,Australia,,1960,593,True,7
91617,Australia,,1980,2053,False,19
91707,Australia,,1975,3273,False,31
91832,,,1965,,False,
92037,Australia,English,1965,1623,True,13
92047,Australia,,1950,2298,True,46
92172,Australia,,1970,2558,False,25
92307,Australia,,1960,2298,True,46
92362,Western Europe,Other,1965,3048,True,31
92447,,,1960,,False,
92457,Asia Pacific,,1965,2728,True,25
92492,Australia,,1965,2678,False,25
92582,,,1945,,False,
92617,,,1975,,False,
92682,Australia,,1965,3508,True,4
92927,Middle East and Africa,,1965,3658,True,22
93007,Australia,,1970,2628,False,25
93072,Australia,,1955,,True,
93342,Great Britain,,1950,528,False,7
93362,Australia,,1965,2713,False,25
93367,,,1950,,False,
93647,Australia,,1960,2548,True,25
93802,Australia,,1970,2563,True,25
93892,Australia,,1970,3658,False,22
93907,Great Britain,,1960,3073,True,31
93937,Australia,,1975,2163,False,19
94102,Australia,,1970,2813,False,25
94187,Australia,,1975,2053,False,19
94237,Australia,,1975,2983,False,187
94537,Great Britain,,1975,2153,False,19
94732,Australia,,1960,2298,False,46
94812,,,1980,2883,True,25
95047,Western Europe,,1975,2603,True,25
95202,Great Britain,,1970,4163,False,58
95677,Australia,,1945,1038,False,1
95762,,,1970,,False,
95772,,,1970,,False,
95862,Australia,,1975,2533,False,25
95867,Australia,,1965,1258,False,34
95892,Australia,,1960,2523,False,25
95932,Asia Pacific,Other,1970,1998,True,19
95962,,,1955,,False,
96002,,,1970,,False,
96312,Australia,,1975,2153,True,19
96717,Australia,,1955,2813,False,25
96732,,,1970,,False,
96742,Australia,,1970,1428,False,34
96872,Australia,,1970,653,False,7
97072,Australia,,1975,3198,True,31
97182,Australia,,1955,2568,True,25
97252,Australia,,1975,1258,True,34
97532,Australia,,1970,653,False,7
97577,Australia,,1980,2923,False,25
97962,Australia,,1975,803,True,7
98112,Australia,English,1955,528,False,7
98187,Australia,,1950,2653,False,25
98197,Australia,,1950,2828,False,25
98212,Australia,,1965,2653,False,25
98217,,,1960,,False,
98222,Australia,,1965,2653,False,25
98232,,,1965,,False,
98257,Australia,,1965,2523,False,25
98432,Australia,,1975,3198,True,31
98732,Australia,,1980,3098,False,31
98757,Australia,,1970,2628,True,25
98987,Australia,,1975,2523,False,25
99052,Australia,,1970,3273,True,31
99072,Australia,,1960,2298,True,46
99497,Australia,,1980,2553,True,25
99617,,,1980,,False,
99877,Australia,,1965,653,False,7
99922,,,1975,,False,
100062,,,1975,,False,
100432,,,1985,,False,
100772,Great Britain,English,1965,2728,True,25
101042,Australia,,1940,653,False,7
101242,Australia,,1960,2543,True,25
101532,Australia,,1960,2538,False,25
101582,Australia,,1980,3273,True,31
101742,Australia,,1945,528,False,7
101802,,,1955,,False,
101907,Australia,,1960,118,True,118
102012,Australia,,1975,603,False,7
102337,Australia,English,1970,3258,False,31
102402,Australia,,1980,2603,False,25
102562,Australia,,1955,2538,False,25
102602,,,1975,,False,
102762,Australia,,1970,1528,True,13
103002,Australia,,1965,2813,False,25
103187,,,1940,,False,
103432,Australia,,1945,2568,False,25
103512,Australia,,1975,2578,False,25
103557,Australia,,1980,2053,True,19
103677,Asia Pacific,Other,1970,2153,False,19
103747,,,1970,,False,
103787,Western Europe,,1970,1258,False,34
103852,Australia,,1950,2523,True,25
103872,North America,,1960,2933,False,25
104057,Australia,,1975,3268,False,31
104107,,,1970,,False,
104707,Australia,,1975,2538,True,25
104862,,,1970,,False,
105337,Australia,,1950,2828,False,25
105342,Australia,,1965,2678,True,25
105837,,,1960,,False,
106227,Australia,,1955,2523,False,25
106252,Australia,,1970,2853,True,25
106282,Asia Pacific,English,1965,2628,True,25
106357,Australia,,1950,2668,False,25
106802,The Americas,,1975,803,False,7
107242,Great Britain,,1970,1098,False,1
107262,Australia,English,1970,3198,False,31
107567,,,1965,,False,
107597,Middle East and Africa,English,1970,3048,True,31
107602,Australia,,1970,2523,True,25
107667,Australia,,1955,2778,False,25
107842,North America,,1970,3268,False,31
107862,Australia,,1975,2713,False,25
107987,Australia,English,1960,3508,True,4
108162,Australia,English,1975,1098,False,1
108502,Australia,,1975,3268,True,31
108547,Australia,,1955,653,False,7
108847,Australia,,1945,2668,False,25
108962,Australia,,1950,2538,False,25
109052,Australia,,1980,498,False,7
109157,Australia,,1970,528,True,7
109207,Australia,,1970,2788,False,25
109222,Australia,,1950,3198,False,31
109672,,,1950,,False,
110177,Australia,,1975,2653,False,25
110202,Australia,,1970,2523,True,25
110437,Australia,,1975,2653,True,25
110457,Australia,,1960,2538,False,25
110472,Australia,English,1965,2973,False,25
110517,Australia,,1980,2728,True,25
110597,,,1980,,False,
110607,,,1960,,False,
110612,,,1960,,False,
110647,,,1955,,False,
111122,Australia,,1970,3048,True,31
111192,Western Europe,Other,1965,1098,True,1
111197,Western Europe,Other,1970,1098,False,1
111402,Australia,,1965,1258,False,34
111407,,,1945,,False,
111537,Western Europe,,1960,803,True,7
111787,Australia,,1980,2553,False,25
112162,Australia,,1970,2668,False,25
112337,Australia,,1945,2153,False,19
112562,Australia,,1970,2163,True,19
112582,,,1945,,False,
113027,Australia,,1955,2153,True,19
113052,Australia,,1955,3703,True,10
113192,Asia Pacific,,1965,3508,True,4
113607,Great Britain,,1970,603,False,7
113732,,,1950,,False,
113942,North America,English,1965,3508,True,4
114202,Australia,,1980,2668,False,25
114227,Australia,,1975,3658,False,22
114547,Australia,,1965,653,True,7
114552,North America,English,1955,653,True,7
114842,Australia,,1970,2578,True,25
114862,,,1965,,False,
115007,Australia,,1970,2603,True,25
115217,Australia,,1975,2763,True,25
115247,Australia,,1960,2628,True,25
115252,Great Britain,,1950,528,False,7
115407,Asia Pacific,,1970,2878,True,25
115417,Western Europe,Other,1965,2253,True,19
115842,,,1965,,False,
115867,Australia,,1970,2523,True,25
116057,Australia,,1970,828,False,7
116137,Eastern Europe,,1960,,False,
116157,,,1950,,False,
116582,,,1970,,False,
116727,,,1970,,False,
116952,Australia,,1980,653,False,7
117317,Australia,,1965,118,False,118
117422,Australia,,1975,2668,False,25
117442,Australia,,1965,2713,False,25
117462,Great Britain,,1965,1258,True,34
117502,Australia,,1975,2768,True,25
117737,Australia,,1980,653,False,7
117972,Australia,,1965,2153,True,19
118007,Australia,,1960,1798,True,118
118497,Australia,,1980,2813,False,25
118727,Western Europe,,1960,528,False,7
118747,Australia,,1980,2713,False,25
119282,Australia,,1975,2523,True,25
119287,,,1955,,False,
119307,Australia,,1975,2253,False,19
119312,Australia,,1965,2518,True,25
119322,Asia Pacific,,1970,1678,False,13
119372,Eastern Europe,Other,1970,2813,True,25
119512,,,1965,,False,
119542,Australia,,1975,3098,False,31
119757,,,1945,,False,
119767,,,1945,,False,
119837,Australia,,1980,2653,False,25
119862,,,,,False,
119932,North America,,1975,3198,False,31
119982,Australia,,1970,1678,True,13
120047,Australia,,1960,2713,False,25
120397,Asia Pacific,Other,1975,3508,True,4
120797,Australia,,1970,2948,True,25
120892,,,1950,,False,
120907,Australia,English,1975,3198,True,31
120997,Australia,English,1975,2103,False,19
121822,Australia,,1965,2538,False,25
121892,Australia,,1965,2568,False,25
122022,Australia,,1980,3028,False,31
122167,Australia,,1970,2838,False,25
122222,New Zealand,,1970,118,False,118
122242,Asia Pacific,,1970,1623,True,13
122307,,,1970,,False,
122322,,,1970,,False,
122352,,,1950,,False,
122392,Australia,,1975,2813,False,25
122992,Australia,,1980,2768,False,25
123092,Western Europe,,1970,3028,True,31
123132,Australia,,1960,2523,False,25
123327,Australia,,1945,2578,False,25
123422,Australia,,1975,3123,False,31
123482,Australia,,1965,2768,False,25
123547,Australia,,1980,2533,True,25
124122,Australia,,1975,1998,False,19
124477,Australia,,1955,2543,True,25
124552,,,1970,,False,
124577,Australia,,1965,2538,False,25
124677,Australia,,1970,2653,False,25
124692,Western Europe,,1975,3268,False,31
124722,Australia,,1975,3258,True,31
124832,North America,,1970,3028,True,31
124882,,,1940,,False,
124932,Australia,,1970,1578,True,13
124977,,,1960,,False,
125287,Australia,,1945,2103,True,19
125917,,,1985,,False,
126007,Australia,English,1970,2523,True,25
126162,Asia Pacific,,1970,1678,True,13
126217,Australia,English,1970,593,False,7
126247,,,1965,,False,
126907,,,1955,,False,
126917,Australia,English,1975,3048,True,31
126922,Australia,,1955,3708,True,10
126927,Australia,,1965,2053,True,19
126982,Australia,,1965,2568,True,25
127112,,,1975,,False,
127397,Australia,,1975,2713,False,25
127447,Australia,,1970,2053,True,19
127542,Australia,,1970,1678,False,13
129127,Australia,,1960,4388,False,40
129387,,,1970,,False,
129467,,,1955,,False,
129492,Australia,,1945,593,True,7
129622,North America,,1965,593,False,7
129727,Australia,,1965,3658,False,22
129752,Australia,,1965,3508,True,4
129757,Australia,,1975,2498,True,25
129782,,,1975,,False,
129807,Australia,,1960,2518,True,25
130047,,,1960,,False,
130082,Australia,,1970,1528,True,13
130502,Australia,,1970,498,False,7
130642,Australia,,1965,2163,True,19
130967,Great Britain,,1975,2538,False,25
131112,Australia,,1970,3198,True,31
131257,Australia,,1980,2923,False,25
131372,Australia,,1950,1528,True,13
131432,Australia,,1965,2653,True,25
131502,Asia Pacific,,1965,2153,True,19
131527,,,1975,,False,
131812,Australia,,1970,3658,True,22
131862,,,1945,,False,
131877,Australia,,1970,653,True,7
132222,Western Europe,Other,1965,3198,True,31
132232,Australia,,1975,2523,True,25
132247,Australia,,1960,1998,False,19
132312,,,1975,,False,
132927,Australia,,1970,2523,True,25
132957,Australia,,1965,2853,False,25
132992,Australia,,1970,2558,True,25
133032,,,1965,,False,
133177,,,1965,,False,
133432,,,1960,,False,
133557,Australia,,1970,2603,False,25
133772,South Africa,,1975,2923,False,25
134287,Australia,,1975,3123,True,31
134562,,,1980,,False,
134907,Australia,English,1975,2578,True,25
135027,Asia Pacific,,1960,528,True,7
135032,New Zealand,,1970,2298,False,46
135202,Australia,,1975,2563,True,25
135457,Western Europe,,1975,3198,False,31
135472,Australia,,1965,2653,False,25
135652,Asia Pacific,,1965,2713,True,25
135662,Australia,,1970,2533,False,25
135842,Australia,,1970,2553,True,25
135862,New Zealand,,1975,2053,False,19
136607,Australia,,1960,2828,False,25
136802,Australia,,1975,2923,False,25
136807,Australia,,,3658,False,22
137272,Australia,,1965,4193,False,58
137427,Great Britain,,1970,828,True,7
137507,Australia,,1965,2763,False,25
137542,Australia,,1965,3508,True,4
137552,,,1975,,False,
137642,,,1975,,False,
137667,Australia,,1965,2553,True,25
138157,Australia,,1975,653,False,7
138177,Australia,,1980,1033,True,1
138547,Australia,,1980,3273,True,31
138567,Australia,,1980,2883,True,25
139212,Australia,,1980,2668,False,25
139532,Australia,,1950,2298,True,46
139852,,,1965,,False,
139962,Australia,English,1970,3098,True,31
140282,Australia,,1955,528,True,7
140292,Australia,,1940,2728,False,25
140307,Western Europe,,1965,1033,False,1
140382,Australia,English,1940,548,False,7
140397,,,1965,,False,
140417,Australia,,1965,2668,True,25
140442,Australia,,1960,2763,True,25
140592,Australia,,1960,2553,True,25
140657,Australia,,1980,2553,False,25
140882,Australia,,1965,3073,False,31
140997,Australia,,1980,2298,False,46
141012,Asia Pacific,,1970,2153,True,19
141182,,,1980,,False,
141552,,,1945,,False,
141572,,,1975,,False,
142182,Australia,,1970,2563,False,25
142352,Asia Pacific,,1980,2668,False,25
142457,Australia,,1970,2713,False,25
143037,Australia,,1960,1038,True,1
143042,Australia,,1960,1258,False,34
143357,Asia Pacific,,1965,2728,True,25
143452,Australia,,1965,2523,True,25
143802,Australia,,1965,2523,False,25
143992,Australia,,1970,2163,True,19
144177,Australia,,1970,2523,True,25
144267,Australia,,1970,2763,True,25
144462,Australia,,1965,2578,False,25
144472,Asia Pacific,,1975,2153,True,19
144477,Great Britain,English,1965,1033,True,1
144632,Australia,,1960,2848,False,25
144652,Australia,,1955,3098,True,31
144767,Asia Pacific,,1970,1258,True,34
144787,Australia,,1955,3013,True,31
145057,Australia,,1965,593,True,7
145367,Australia,,1965,2548,True,25
145447,Great Britain,,1970,3198,True,31
145732,,,1965,,False,
145857,Eastern Europe,Other,1965,2678,False,25
145952,Australia,,1950,2523,False,25
145977,North America,,1970,1623,False,13
146262,Australia,,1975,2628,False,25
146697,Great Britain,,1965,1678,True,13
146827,Australia,,1980,1258,True,34
146987,Great Britain,English,1965,2853,True,25
146992,,,1970,,False,
147222,Australia,,1965,3268,True,31
147252,Australia,,1955,3268,False,31
147382,Western Europe,,1970,2253,False,19
147387,Eastern Europe,,1965,3198,False,31
147502,Great Britain,English,1970,2253,True,19
147602,,,1960,,False,
147677,Australia,,1965,528,False,7
147697,,,1965,,False,
147717,Great Britain,,1965,2668,True,25
147722,Great Britain,,1970,2923,False,25
147827,North America,,1950,3273,True,31
147857,Australia,,1975,2678,False,25
148087,Australia,,1950,2653,False,25
148102,Australia,,1950,2298,True,46
148202,Australia,,1960,528,False,7
148597,The Americas,,1975,3123,True,31
148677,,,1945,4323,False,25
148837,North America,,1960,2298,False,46
148842,Australia,,1965,1663,False,13
148997,Australia,,1940,2523,False,25
149052,Australia,,1965,2178,True,19
149107,Australia,English,1975,2628,False,25
149327,,,1960,,False,
149767,Australia,,1975,2828,False,25
150712,,,1945,,False,
150877,,,1950,,False,
151217,Australia,,1945,3508,True,4
153252,Australia,,1970,3098,False,31
153637,Australia,,1970,2578,True,25
156692,Australia,,1970,3268,False,31
157622,,,1930,,False,
158617,Australia,,1975,2738,False,25
159607,The Americas,Other,1955,2553,True,25
160812,Australia,,1975,2838,False,25
161817,Australia,,1945,2668,False,25
161877,,,1970,,False,
162462,Australia,,1970,3258,True,31
164012,Australia,,1975,2668,False,25
164977,Australia,,1960,1663,True,13
165032,Australia,,1960,653,False,7
165102,,,1975,,False,
166802,Australia,,1970,3273,True,31
168282,Australia,,1970,2778,False,25
169792,,,1960,,False,
172812,Australia,,1975,2163,False,19
174352,,,1945,,False,
175512,Australia,,1975,3658,False,22
176127,Australia,,1975,2603,False,25
178022,Australia,,1975,2523,True,25
178232,Great Britain,,1945,998,True,1
246732,Australia,,1970,593,True,7
246837,North America,,1975,1623,True,13
246972,Australia,,1950,528,True,7
247022,North America,,1975,1623,False,13
247072,,,1960,,False,
247162,Australia,,1935,2538,False,25
251482,Australia,,1955,,True,
251602,,,1965,,False,
255532,Australia,,1975,2578,True,25
255582,Australia,English,1975,2163,True,19
257487,,,1950,,False,
265752,Australia,,1970,3658,True,22
265767,Australia,English,1965,653,False,7
282232,Australia,,1960,2983,False,187
282422,Australia,English,1965,2778,False,25
284257,,,1960,,False,
284367,Australia,,1960,2653,False,25
289377,Australia,,1975,2603,True,25
289542,Australia,,1970,2883,True,25
290727,Australia,English,1950,2298,True,46
291112,Australia,,1960,1098,False,1
293502,Australia,,1975,2603,True,25
294072,Australia,,1975,2628,True,25
294577,Australia,,1975,1428,True,34
295532,,,1955,,False,
296177,Australia,,1955,2518,True,25
296942,,,1970,,False,
297087,Australia,,1965,2713,False,25
297092,Great Britain,,1970,2713,False,25
297132,Australia,,1975,3098,True,31
297202,Australia,,1970,2523,True,25
297392,Middle East and Africa,,1960,998,True,1
298802,,,1960,,False,
301257,Australia,,1975,2653,False,25
301472,Australia,,1950,2533,True,25
303472,Australia,,1975,2603,True,25
308552,Australia,,1970,2653,False,25
308557,Australia,,1975,2538,False,25
309397,,,1960,,False,
313392,Australia,,1970,1098,True,1
313557,Australia,,1975,803,True,7
314067,,,1960,,False,
314487,Australia,,1960,2578,True,25
314557,Australia,,1960,528,False,7
314962,Australia,,1975,2523,True,25
315512,Australia,,1960,2763,False,25
315992,Australia,,1975,,False,
322007,,,1965,,False,
322527,Australia,,1975,2538,False,25
322697,,,1970,,False,
322847,,,1960,,False,
323037,Australia,,1970,2713,False,25
323217,Australia,,1975,2523,False,25
324457,,,1945,,False,
325112,Australia,,1975,3268,False,31
329022,Australia,,1950,2298,True,46
329757,,,1950,,False,
330592,Australia,,1965,2553,True,25
332337,Australia,,1975,2923,False,25
332512,,,1950,,False,
333727,Australia,,1965,3658,True,22
333822,Australia,,1965,2813,False,25
335372,Australia,,1975,1038,True,1
335382,Australia,,1955,3123,True,31
338762,Australia,English,1965,828,True,7
342122,Australia,,1965,2543,True,25
343842,Australia,,1975,548,False,7
348432,Western Europe,,1970,2103,False,19
348477,Australia,,1970,2893,True,25
350047,Australia,,1975,2778,True,25
351122,Australia,,1950,2298,False,46
352352,Australia,,1955,998,True,1
353007,Australia,Other,1980,3048,True,31
357487,Australia,,1970,2828,False,25
357812,Australia,,1970,2298,True,46
358382,Australia,,1975,1798,False,118
358522,Australia,,1950,3658,False,22
359677,Australia,,1975,3258,False,31
359897,,,1970,,False,
360152,,,1965,,False,
360207,Australia,,1955,2298,True,46
361647,Australia,,1955,653,True,7
361922,Australia,,1970,2653,False,25
366782,Australia,,1975,3123,True,31
367942,Australia,,1980,2533,True,25
370587,Australia,,1975,2828,True,25
372082,Australia,,1980,2578,False,25
373802,Australia,,1970,,False,
377057,,,1970,,False,
378437,Australia,,1970,4388,False,40
378492,Australia,,1950,1663,True,13
381032,,,1950,,False,
381382,Australia,,1955,2923,True,25
382492,Australia,,1925,2763,False,25
389577,,,1965,,False,
393152,Australia,,1940,2298,True,46
393667,,,1965,,False,
395462,,,1950,,False,
395587,Australia,,1960,603,False,7
396332,Australia,,1965,2813,False,25
396842,,,1965,,False,
397212,Australia,,1970,2568,False,25
397557,Australia,,1960,803,True,7
397672,Australia,,1965,2628,True,25
398112,Great Britain,,1975,528,True,7
399777,,,1950,,False,
401727,Australia,,1965,1798,False,118
404712,,,1955,,False,
405312,Australia,,1965,2883,True,25
408232,Australia,,1965,1428,True,34
408527,Australia,,1970,2893,False,25
412702,Australia,,1970,2538,False,25
415187,Australia,,1965,2813,False,25
415357,Australia,,1950,2298,True,46
416072,Australia,,1940,2813,False,25
419827,,,1960,,False,
420282,Australia,,1970,2738,False,25
420977,,,1965,,False,
421297,Australia,,1970,2768,False,25
421337,Australia,,1955,2523,True,25
423012,Australia,,1955,3763,False,10
424692,,,1970,,False,
424987,,,1970,,False,
427047,Australia,,1945,3048,False,31
431937,Australia,,1955,3098,True,31
433377,Australia,,1950,2298,True,46
436362,Australia,,1965,2163,True,19
438372,Australia,,1960,2853,False,25
442782,Australia,,1970,3268,True,31
443052,Australia,,1970,1098,True,1
444292,,,1950,,False,
444932,Asia Pacific,,1970,3028,True,31
447447,Australia,,1965,653,True,7
448227,Australia,,1960,2768,False,25
448982,,,1970,,False,
449137,Australia,,1970,2538,True,25
449272,Australia,,1960,2848,True,25
458187,,,1970,,False,
475172,Australia,,1955,1098,True,1
482182,Australia,,1945,653,False,7
487587,,,1975,,False,
